NQUEST;Srvyr;DURACAO;Upload;Status;DINI;DFIM;VERSAO;PF1;IDADE1;SEXO;P1;P2;P3;P4;P5;P6;P7;P8;PEA;PARTIDO;ESCOLA;RENDAF;PONTO;PESQ
5875255;tab36;0:05:42;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;2;4;99;99;99;99;4;99;99;7;96;2;1;708;13248
5875257;tab13;0:03:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;73;2;3;2;7;1;2;2;2;1;12;96;4;3;1222;13222
5875258;tab27;0:20:31;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;1;3;2;7;2;2;1;2;2;6;96;7;4;1882;11645
5875259;tab16;0:07:00;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;37;2;4;2;10;99;1;4;99;1;10;96;2;1;2143;898
5875266;tab31;0:05:19;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;2;3;1;10;1;2;2;2;99;1;2;7;2;53;13518
5875267;tab05;0:04:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;2;2;3;5;1;2;2;1;1;11;4;2;1;3142;13633
5875268;tab02;0:06:50;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;1;2;2;7;1;2;4;2;1;1;96;3;3;2091;13467
5875274;tab35;0:08:51;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;43;2;3;5;,5;1;2;2;1;1;1;2;1;1;802;5621
5875303;tab40;0:39:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;1;2;4;3;1;2;4;1;1;2;4;4;2;1970;13663
5875309;tab01;0:03:49;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;24;2;2;3;7;1;1;4;1;2;1;96;5;6;40;12729
5875320;tab18;0:02:51;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;58;2;2;5;,5;1;1;4;2;2;6;96;6;3;292;13047
5875323;tab40;0:52:23;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;65;2;4;3;7;1;2;1;1;2;11;96;2;1;1970;13663
5875327;tab39;0:04:36;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;34;1;2;4;4;1;2;2;2;2;7;2;4;1;2822;13204
5875330;tab15;0:04:10;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;64;1;4;99;99;2;99;4;99;99;2;96;1;99;3283;13369
5875353;tab04;0:04:23;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;36;2;4;99;9;99;2;4;2;2;1;96;2;1;3401;13266
5875354;tab32;0:05:20;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;2;4;5;6;2;2;4;2;2;2;96;2;99;825;10348
5875356;tab12;0:33:31;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;2;2;5;,5;1;2;4;2;2;1;14;5;1;2496;4352
5875360;tab21;0:07:00;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;36;1;1;5;,5;1;2;2;2;2;7;2;3;3;3639;11759
5875362;tab03;0:03:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;60;1;2;3;5;1;2;1;2;99;12;4;5;1;1748;10231
5875363;tab11;0:03:37;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;31;2;3;5;6;1;2;4;2;2;1;96;4;3;1506;13221
5875365;tab20;0:31:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;39;1;4;5;,5;1;2;4;1;1;7;2;1;1;1809;12585
5875371;tab29;0:04:47;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;1;4;2;8;2;2;2;2;2;1;96;1;1;380;11150
5875372;tab36;0:04:19;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;61;2;2;5;,5;1;2;4;1;1;4;96;5;1;708;13248
5875426;tab02;0:04:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;1;2;5;4;1;2;4;1;2;1;96;4;2;2091;13467
5875433;tab24;0:03:26;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;82;2;1;5;,5;1;2;1;2;1;2;96;1;1;2263;13334
5875437;tab31;0:04:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;1;4;99;99;99;99;4;99;99;2;2;2;3;53;13518
5875443;tab35;0:05:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;2;2;3;6;1;1;2;2;1;1;2;6;1;802;5621
5875466;tab15;0:04:29;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;71;2;3;4;5;1;1;2;1;99;12;96;1;1;3283;13369
5875469;tab14;0:05:12;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;1;2;5;4;1;2;4;2;2;7;2;2;1;183;6248
5875476;tab32;0:03:51;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;2;1;2;8;1;2;1;2;1;1;96;8;6;825;10348
5875484;tab09;0:04:54;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;37;1;1;4;3;1;2;1;2;1;1;96;5;2;3844;12583
5875498;tab37;0:03:26;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;2;2;2;7;1;2;3;2;2;3;2;8;4;3547;11628
5875500;tab05;0:03:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;2;2;3;5;1;1;4;1;1;1;96;5;1;3142;13633
5875515;tab12;0:05:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;2;2;3;9;1;2;4;1;2;11;96;3;1;2496;4352
5875517;tab16;0:04:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;1;3;3;,5;1;99;4;99;99;1;2;3;2;2143;898
5875552;tab25;0:03:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;2;1;2;10;2;2;4;2;2;7;2;2;4;688;3261
5875575;tab27;0:10:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;2;2;3;5;1;2;2;2;1;1;96;5;5;1882;11645
5875580;tab29;0:04:12;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;67;1;1;1;8;1;2;1;2;1;12;96;5;3;380;11150
5875593;tab39;0:04:37;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;3;99;99;1;2;3;2;99;1;96;1;1;2822;13204
5875594;tab03;0:08:00;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;68;2;1;5;2;1;2;1;2;2;11;96;3;1;1748;10231
5875624;tab07;0:05:07;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;84;1;3;3;8;99;1;2;1;99;12;96;1;2;3373;13239
5875636;tab15;0:04:00;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;51;1;1;3;5;1;2;1;2;1;1;96;2;1;3283;13369
5875638;tab14;0:04:03;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;35;1;1;5;,5;1;2;4;2;2;1;96;5;2;183;6248
5875643;tab02;0:05:27;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;35;2;1;2;7;1;2;2;2;99;1;4;4;3;2091;13467
5875649;tab31;0:04:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;37;1;2;2;8;1;2;2;2;2;1;96;6;1;53;13518
5875651;tab36;0:05:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;62;2;2;4;3;1;2;2;2;2;2;95;2;1;708;13248
5875656;tab40;0:02:53;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;43;2;2;3;5;1;2;4;2;1;5;96;5;2;1970;13663
5875658;tab22;0:14:37;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;1;4;5;10;1;1;4;1;1;7;96;1;2;466;13179
5875690;tab24;0:03:08;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;44;2;1;2;3;1;2;2;1;1;1;96;5;3;2263;13334
5875693;tab09;0:05:41;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;21;1;2;5;,5;1;2;4;2;2;1;96;5;3;3844;12583
5875694;tab35;0:08:50;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;43;1;3;99;,5;99;2;4;99;99;1;9;3;3;802;5621
5875729;tab37;0:03:16;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;2;4;5;,5;1;2;4;2;2;16;2;3;1;3547;11628
5875769;tab05;0:04:07;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;67;1;2;5;,5;1;2;2;2;1;12;4;7;5;3142;13633
5875777;tab21;0:12:07;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;1;3;2;7;1;1;4;1;1;1;2;4;3;3639;11759
5875810;tab16;0:04:50;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;73;1;4;99;99;1;2;4;2;2;12;96;3;4;2143;898
5875819;tab13;0:04:11;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;68;2;2;5;,5;1;2;4;1;1;12;96;1;2;1222;13222
5875843;tab38;0:21:26;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;55;1;2;3;8;1;2;4;2;1;7;96;2;3;2663;13211
5875865;tab08;0:20:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;65;1;4;5;,5;2;1;4;1;2;12;96;5;6;3603;12008
5875893;tab15;0:04:08;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;17;1;4;3;8;1;1;4;2;2;13;2;2;4;3283;13369
5875929;tab37;0:03:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;58;2;2;3;4;1;2;2;2;1;12;96;5;2;3547;11628
5875931;tab39;0:04:05;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;2;2;4;,5;1;2;4;1;2;1;96;5;3;2822;13204
5875933;tab19;0:08:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;70;2;2;5;5;1;2;2;99;1;14;96;2;1;2508;11585
5875934;tab01;0:05:10;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;1;4;3;5;1;1;4;1;2;1;95;4;1;40;12729
5875935;tab26;0:18:54;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;1;1;3;6;1;2;1;2;2;6;2;2;97;1188;13114
5875936;tab04;0:06:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;2;2;5;4;1;2;2;1;99;4;96;5;1;3401;13266
5875938;tab11;0:06:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;1;2;4;3;1;2;4;2;2;4;2;6;3;1506;13221
5875951;tab36;0:05:18;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;50;1;1;4;2;1;2;4;2;1;7;5;3;3;708;13248
5875954;tab31;0:04:54;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;2;3;5;,5;1;2;2;2;1;1;96;2;1;53;13518
5875974;tab40;1:59:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;2;1;4;6;1;1;2;2;2;1;96;6;1;1970;13663
5875986;tab29;0:10:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;1;1;3;8;1;2;1;2;99;2;96;6;3;380;11150
5876025;tab02;0:07:34;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;57;2;1;2;5;1;2;1;2;1;1;96;5;99;2091;13467
5876035;tab21;0:04:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;62;1;1;5;,5;1;2;2;2;2;12;96;5;4;3639;11759
5876056;tab16;0:04:02;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;1;1;5;,5;1;2;4;2;2;1;8;3;3;2143;898
5876062;tab05;0:03:31;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;16;2;2;2;7;1;2;2;2;2;8;96;4;2;3142;13633
5876079;tab12;0:15:47;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;1;4;99;99;1;2;4;2;99;1;96;4;1;2496;4352
5876086;tab37;0:03:49;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;63;1;2;2;5;1;2;2;2;99;7;14;7;3;3547;11628
5876089;tab18;0:03:47;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;2;3;3;8;2;1;3;1;2;1;2;2;1;292;13047
5876091;tab15;0:04:07;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;49;2;2;4;3;1;2;4;2;1;1;96;5;1;3283;13369
5876095;tab33;0:04:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;31;2;2;5;2;1;2;4;2;2;7;96;5;5;2000;13178
5876109;tab36;0:04:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;1;4;2;10;2;2;4;1;1;1;96;4;2;708;13248
5876121;tab03;0:14:23;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;70;2;4;99;99;1;1;4;1;1;12;96;1;2;1748;10231
5876123;tab07;0:03:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;71;2;2;2;5;1;2;4;1;1;12;2;1;1;3373;13239
5876130;tab06;0:04:31;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;44;1;3;2;2;1;2;4;1;2;1;96;2;97;3081;13260
5876132;tab38;0:06:16;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;1;2;5;,5;1;2;1;2;1;7;2;3;3;2663;13211
5876135;tab01;0:03:49;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;2;2;3;4;1;2;4;2;99;1;96;5;3;40;12729
5876151;tab29;0:03:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;16;1;1;5;2;1;2;1;2;2;7;96;4;3;380;11150
5876152;tab09;0:04:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;2;3;4;2;1;2;4;1;1;1;96;5;2;3844;12583
5876193;tab32;0:03:19;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;2;1;3;7;1;2;2;2;2;1;4;8;5;825;10348
5876208;tab35;0:13:16;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;31;2;2;2;7;1;2;4;2;2;1;14;7;6;802;5621
5876218;tab08;0:10:02;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;44;2;2;3;6;1;1;2;1;1;3;96;5;3;3603;12008
5876222;tab13;0:04:38;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;2;2;3;7;1;1;2;1;1;10;2;4;1;1222;13222
5876224;tab22;0:07:16;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;38;2;2;5;,5;1;2;1;1;1;10;2;5;2;466;13179
5876282;tab16;0:03:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;2;2;4;5;1;2;4;2;1;1;2;6;4;2143;898
5876285;tab20;0:25:14;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;21;1;1;5;,5;1;2;1;2;1;4;2;5;5;1809;12585
5876289;tab10;0:03:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;49;2;2;5;2;1;2;2;1;2;1;96;3;3;3271;11248
5876290;tab14;0:04:03;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;35;2;3;4;5;1;1;2;1;1;2;96;5;2;183;6248
5876320;tab24;0:04:00;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;1;2;3;4;1;2;2;2;2;1;96;5;1;2263;13334
5876341;tab11;0:03:38;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;2;2;4;2;1;2;4;2;1;1;96;5;1;1506;13221
5876370;tab29;0:03:34;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;35;2;1;4;5;1;2;2;2;2;1;96;2;3;380;11150
5876433;tab18;0:03:48;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;1;4;99;5;99;1;4;2;2;1;96;5;1;292;13047
5876445;tab40;0:05:58;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;24;1;3;3;6;2;1;2;1;2;1;96;5;2;1970;13663
5876458;tab31;0:05:55;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;60;2;3;1;6;1;1;3;1;1;11;2;2;2;53;13518
5876470;tab33;0:03:11;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;16;2;2;3;6;1;2;4;2;2;7;96;4;97;2000;13178
5876508;tab07;0:06:47;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;56;2;3;5;,5;1;2;2;1;2;1;2;3;2;3373;13239
5876512;tab06;0:03:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;56;1;2;3;7;1;2;2;2;1;16;96;3;3;3081;13260
5876541;tab02;0:09:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;65;2;2;2;9;1;2;4;1;2;7;2;2;1;2091;13467
5876548;tab23;0:25:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;1;1;3;5;1;2;1;2;1;1;96;7;4;3160;2226
5876553;tab08;0:06:28;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;17;1;2;99;10;1;2;4;2;2;7;96;3;1;3603;12008
5876560;tab32;0:04:33;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;65;1;1;5;,5;1;2;1;2;1;7;96;5;2;825;10348
5876586;tab20;0:05:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;1;1;2;7;1;2;1;2;1;4;96;2;4;1809;12585
5876599;tab19;0:04:44;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;39;2;2;3;6;1;1;4;1;2;7;2;2;1;2508;11585
5876602;tab10;0:04:21;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;70;1;1;5;5;1;2;1;1;99;4;96;5;3;3271;11248
5876608;tab13;0:04:50;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;1;2;3;7;1;2;4;2;2;2;96;3;2;1222;13222
5876610;tab21;0:09:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;65;2;2;3;,5;1;2;4;1;1;7;96;2;1;3639;11759
5876628;tab39;0:04:36;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;67;1;2;2;8;1;1;1;1;99;1;4;1;4;2822;13204
5876642;tab35;0:09:36;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;1;4;5;7;1;2;4;2;1;7;2;1;1;802;5621
5876645;tab15;0:04:05;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;2;4;99;99;2;2;4;2;1;2;96;1;3;3283;13369
5876647;tab05;0:03:16;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;34;1;3;3;7;1;2;2;2;1;1;4;5;3;3142;13633
5876651;tab29;0:04:06;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;2;3;7;1;2;3;2;2;1;2;5;3;380;11150
5876662;tab33;0:03:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;2;2;5;4;1;1;4;1;1;10;96;5;97;2000;13178
5876664;tab16;0:06:53;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;1;2;1;8;1;2;4;2;1;1;96;5;1;2143;898
5876682;tab23;0:03:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;2;4;3;5;1;1;4;1;2;1;95;2;1;3160;2226
5876697;tab09;0:06:34;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;39;2;3;1;9;1;2;4;1;2;7;2;2;1;3844;12583
5876704;tab06;0:04:21;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;2;1;5;,5;1;2;1;1;99;1;2;1;1;3081;13260
5876723;tab01;0:04:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;49;1;2;5;,5;1;2;1;2;1;1;2;4;4;40;12729
5876728;tab22;0:09:21;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;63;1;1;3;7;1;2;1;1;1;1;96;5;2;466;13179
5876748;tab26;0:11:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;1;1;3;5;1;2;4;2;1;1;96;5;2;1188;13114
5876777;tab37;0:04:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;69;2;2;5;,5;1;2;1;2;1;11;96;1;1;3547;11628
5876782;tab04;0:04:37;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;1;2;3;7;1;2;2;2;2;1;4;7;4;3401;13266
5876783;tab03;0:14:28;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;47;1;2;4;4;1;2;1;2;1;10;96;7;3;1748;10231
5876799;tab19;0:04:40;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;2;2;2;8;1;2;2;1;1;7;96;3;2;2508;11585
5876807;tab10;0:04:21;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;49;1;2;5;5;1;2;1;1;2;7;2;2;2;3271;11248
5876823;tab39;0:05:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;1;2;5;,5;1;2;4;1;99;10;96;4;1;2822;13204
5876843;tab40;0:05:10;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;36;1;2;4;4;2;1;2;99;2;1;2;6;3;1970;13663
5876862;tab27;0:32:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;2;2;5;,5;1;2;4;1;2;1;96;5;2;1882;11645
5876867;tab29;0:04:03;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;36;2;2;3;2;1;2;4;1;2;7;96;2;4;380;11150
5876871;tab21;0:07:08;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;73;2;4;5;,5;1;2;2;2;1;12;96;2;1;3639;11759
5876873;tab08;0:09:36;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;2;2;3;7;1;1;4;1;1;12;98;7;4;3603;12008
5876895;tab16;0:04:10;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;1;2;4;4;1;2;4;2;2;2;96;6;3;2143;898
5876897;tab38;0:04:34;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;2;4;3;7;1;2;4;1;1;11;96;2;1;2663;13211
5876898;tab38;0:03:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;36;1;3;5;7;1;2;4;2;1;1;96;2;1;2663;13211
5876899;tab38;0:04:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;43;1;2;4;6;1;2;4;2;2;7;96;1;1;2663;13211
5876900;tab05;0:05:21;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;2;2;3;5;1;2;4;2;99;10;96;3;2;3142;13633
5876930;tab06;0:03:25;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;75;1;3;99;99;99;99;4;99;99;7;96;1;99;3081;13260
