NQUEST;Srvyr;DURACAO;Upload;Status;DINI;DFIM;VERSAO;PF1;IDADE1;SEXO;P1;P2;P3;P4;P5;P6;P7;P8;PEA;PARTIDO;ESCOLA;RENDAF;PONTO;PESQ
5878760;tab20;0:05:54;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;2;2;99;99;1;2;4;1;99;15;96;1;2;1809;12585
5878761;tab19;0:04:27;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;1;1;2;9;1;2;1;2;2;6;9;7;3;2508;11585
5878773;tab18;0:03:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;2;2;4;5;1;2;4;1;2;7;96;6;3;292;13047
5878798;tab35;0:18:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;34;2;2;2;5;1;1;4;1;1;1;4;5;2;802;5621
5878799;tab23;0:01:55;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;2;2;4;2;1;2;2;2;1;7;96;5;2;3160;2226
5878802;tab36;0:03:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;21;1;4;2;8;1;2;4;99;1;13;2;3;3;708;13248
5878875;tab10;0:17:53;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;2;2;5;5;1;2;2;1;1;10;96;2;2;3271;11248
5878885;tab06;0:03:26;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;74;2;4;3;7;99;1;4;1;99;12;2;2;1;3081;13260
5878920;tab21;0:07:27;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;1;1;3;7;1;2;1;2;2;1;96;5;2;3639;11759
5878925;tab15;0:03:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;34;1;1;3;3;1;2;1;2;1;6;96;8;5;3283;13369
5878933;tab13;0:04:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;2;2;3;7;1;1;4;1;99;2;96;3;1;1222;13222
5878935;tab26;0:04:12;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;46;1;2;1;6;1;2;1;1;1;4;96;3;2;1188;13114
5878958;tab02;0:08:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;68;2;2;3;4;1;1;2;99;99;11;96;5;3;2091;13467
5879012;tab36;0:03:40;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;34;1;2;5;8;1;1;4;2;2;1;2;5;2;708;13248
5879020;tab12;0:10:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;1;2;5;,5;99;99;4;99;99;1;2;5;1;2496;4352
5879021;tab20;0:05:33;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;31;2;2;3;3;1;2;4;2;2;10;95;2;1;1809;12585
5879044;tab09;0:05:42;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;69;1;1;5;,5;1;2;1;2;1;12;95;7;3;3844;12583
5879062;tab30;0:06:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;55;2;1;5;,5;1;2;1;1;99;15;96;5;1;2046;5385
5879064;tab18;0:02:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;2;2;2;6;1;2;4;2;99;7;96;5;4;292;13047
5879080;tab03;0:47:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;2;4;99;1;2;2;99;1;1;96;5;4;2702;10231
5879081;tab33;0:02:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;1;2;2;9;1;2;2;2;1;1;96;3;2;2000;13178
5879083;tab08;0:13:08;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;80;2;2;4;5;1;2;4;1;1;12;96;2;4;3603;12008
5879097;tab19;0:04:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;1;2;3;4;1;1;2;1;2;7;2;2;2;2508;11585
5879114;tab31;0:06:10;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;1;2;3;3;1;1;2;1;1;6;96;6;2;53;13518
5879128;tab06;0:01:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;34;2;1;4;5;1;2;4;1;1;11;2;2;1;3081;13260
5879129;tab16;0:03:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;61;2;3;5;2;1;2;4;1;2;7;96;2;1;2143;898
5879143;tab22;0:06:16;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;2;2;3;6;1;1;2;2;2;13;95;6;2;466;13179
5879155;tab25;0:04:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;43;1;3;5;6;1;2;3;1;1;7;2;2;5;620;3261
5879157;tab35;0:12:05;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;16;2;3;5;5;1;1;4;1;1;2;2;4;3;802;5621
5879232;tab10;0:04:47;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;2;3;5;5;1;2;3;1;2;1;2;5;1;3271;11248
5879246;tab37;0:03:20;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;49;1;4;2;7;1;2;3;2;2;1;95;2;1;3547;11628
5879254;tab30;0:05:02;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;77;2;1;5;,5;1;2;1;2;2;11;2;5;1;2046;5385
5879323;tab20;0:08:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;31;1;4;4;1;1;2;4;2;99;7;4;3;3;1809;12585
5879327;tab29;0:04:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;55;1;1;2;5;1;2;1;1;1;16;96;4;1;380;11150
5879375;tab35;0:06:10;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;1;1;3;8;1;2;2;99;1;2;14;5;1;802;5621
5879417;tab23;0:13:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;2;3;5;2;1;2;4;1;2;2;96;6;1;3160;2226
5879418;tab08;0:10:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;2;2;5;5;1;1;2;1;1;1;2;5;4;3603;12008
5879450;tab26;0:04:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;1;1;2;8;1;2;2;2;2;4;96;1;3;1188;13114
5879458;tab28;0:24:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;35;1;2;2;7;1;1;4;1;1;1;96;7;4;1941;11479
5879482;tab29;0:03:55;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;32;2;3;1;9;1;2;4;1;1;2;96;2;2;380;11150
5879487;tab10;0:05:15;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;32;1;1;3;3;1;2;2;2;1;4;96;3;4;3271;11248
5879500;tab30;0:05:11;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;60;1;1;4;5;1;2;1;2;1;12;8;2;3;2046;5385
5879508;tab25;0:04:19;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;1;1;2;10;1;1;4;1;2;7;2;1;2;620;3261
5879515;tab37;0:03:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;1;4;2;8;1;2;2;1;1;1;2;5;1;3547;11628
5879524;Tab24;0:04:28;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;73;2;2;3;10;2;1;4;99;1;7;96;2;1;2263;13334
5879545;tab19;0:03:36;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;49;1;2;99;5;1;2;4;2;2;1;2;2;2;2508;11585
5879553;tab13;0:04:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;2;3;3;5;1;2;4;99;2;10;98;5;2;1222;13222
5879561;tab38;0:04:29;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;60;2;2;5;,5;1;2;4;99;99;11;96;1;1;2663;13211
5879562;tab38;0:03:35;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;54;1;4;5;,5;1;2;4;1;2;1;96;2;1;2663;13211
5879563;tab38;0:03:35;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;2;2;3;6;1;99;4;1;1;1;96;5;4;2663;13211
5879564;tab38;0:04:18;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;61;2;3;4;5;1;2;4;1;1;12;96;1;1;2663;13211
5879568;tab16;0:04:29;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;4;3;6;1;2;4;1;1;7;2;4;99;2143;898
5879575;tab02;0:09:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;2;2;5;,5;1;2;4;2;1;2;2;5;2;2091;13467
5879592;tab14;0:04:20;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;1;2;3;5;2;1;1;1;1;10;2;6;1;183;6248
5879609;tab23;0:06:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;1;2;5;,5;1;2;4;1;2;6;14;5;2;3160;2226
5879612;tab31;0:04:30;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;1;2;3;6;1;2;4;1;99;1;96;5;3;53;13518
5879613;tab20;0:04:12;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;2;2;3;7;1;1;2;1;1;1;2;5;1;1809;12585
5879660;tab37;0:02:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;1;4;3;3;1;2;4;2;1;2;96;4;1;3547;11628
5879691;tab39;0:04:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;1;2;3;8;1;2;4;2;1;1;2;2;1;2822;13204
5879729;tab33;0:06:58;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;2;2;3;7;1;2;3;1;99;11;96;2;99;2000;13178
5879755;tab28;0:07:38;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;64;1;1;3;7;1;1;4;1;1;7;2;2;1;1941;11479
5879783;tab09;0:08:07;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;1;2;2;6;1;2;1;2;1;4;96;5;3;3844;12583
5879787;tab03;0:20:14;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;2;2;4;3;2;2;3;2;1;11;96;3;2;2702;10231
5879813;tab08;0:10:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;65;2;2;1;10;1;2;4;1;1;12;96;5;1;3603;12008
5879821;tab06;0:03:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;3;3;4;1;2;4;2;1;1;1;6;4;3081;13260
5879854;tab19;0:03:51;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;38;1;2;4;,5;1;1;4;1;1;4;2;2;1;2508;11585
5879855;tab04;0:42:05;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;1;2;3;4;1;2;2;2;1;1;96;7;3;3457;13266
5879865;tab38;0:03:47;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;2;2;5;1;1;2;4;1;1;11;96;5;1;2663;13211
5879878;tab20;0:05:29;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;1;4;3;,5;1;2;2;2;1;7;2;5;1;1809;12585
5879881;tab39;0:03:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;32;1;2;4;2;1;2;4;1;2;1;96;7;4;2822;13204
5879892;tab25;0:03:08;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;2;2;3;6;1;2;4;2;2;1;2;7;4;620;3261
5879896;tab31;0:04:00;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;17;2;3;3;5;1;2;3;1;1;13;96;4;2;53;13518
5879911;tab21;0:04:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;50;2;4;5;2;1;1;4;99;99;1;96;2;2;3639;11759
5879941;tab15;0:03:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;2;3;99;99;1;99;4;2;99;1;96;2;1;3283;13369
5879942;tab33;0:02:58;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;34;1;3;5;1;1;1;3;1;2;2;96;7;4;2000;13178
5879943;tab05;0:04:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;2;2;5;,5;1;1;4;2;99;10;95;3;1;3142;13633
5879968;tab29;0:07:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;1;5;,5;1;2;1;2;1;1;96;6;2;380;11150
5879974;tab35;0:18:07;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;1;3;2;6;99;2;4;2;99;1;1;1;2;802;5621
5879995;tab03;0:05:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;4;99;99;1;2;4;99;99;14;96;5;1;2702;10231
5880033;tab28;0:06:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;70;2;1;3;8;1;2;1;2;1;12;96;5;1;1941;11479
5880055;tab33;0:02:15;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;47;1;2;3;2;1;2;3;2;1;7;96;5;3;2000;13178
5880064;tab27;1:01:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;49;1;2;1;8;1;2;4;1;2;1;96;1;1;1882;11645
5880093;tab04;0:04:51;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;24;2;2;5;5;1;2;4;1;1;13;96;5;3;3457;13266
5880122;tab05;0:03:23;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;2;2;3;5;1;1;4;1;1;1;2;5;4;3142;13633
5880126;tab31;0:04:18;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;2;2;2;5;1;2;3;2;1;7;96;3;3;53;13518
5880150;tab25;0:04:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;1;2;3;7;1;1;2;1;2;7;2;7;3;620;3261
5880159;tab07;0:06:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;2;1;1;9;1;2;1;1;1;2;96;4;2;3373;13239
5880199;tab39;0:03:55;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;2;2;3;4;1;1;1;1;2;1;2;8;2;2822;13204
5880209;tab20;0:04:34;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;2;2;2;6;1;2;4;1;2;10;2;2;1;1809;12585
5880231;tab26;0:23:15;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;2;4;2;1;2;3;99;99;7;96;5;2;1188;13114
5880251;tab19;0:03:41;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;21;2;2;5;1;1;2;4;2;2;2;2;5;1;2508;11585
5880252;tab06;0:04:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;1;1;2;10;1;2;4;2;2;7;2;3;3;3081;13260
5880253;tab22;0:05:06;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;36;1;1;4;3;1;2;1;2;2;5;96;7;4;466;13179
5880255;tab10;0:05:14;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;2;2;5;3;1;2;4;2;1;1;96;7;5;3271;11248
5880257;tab23;0:17:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;2;99;5;1;2;2;2;2;1;2;5;3;3160;2226
5880274;tab33;0:06:18;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;1;2;5;,5;1;1;4;1;2;6;96;7;5;2000;13178
5880277;tab21;0:11:31;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;1;1;5;,5;1;2;1;2;2;7;96;2;2;3639;11759
5880279;tab07;0:03:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;2;3;3;,5;1;1;4;1;1;16;96;4;1;3373;13239
5880322;tab02;0:05:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;58;1;1;5;6;1;2;1;2;1;6;4;7;6;2091;13467
5880371;tab28;0:03:05;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;1;3;5;,5;1;2;4;2;1;10;96;5;4;1941;11479
5880374;tab25;0:06:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;2;2;3;4;1;2;4;1;1;13;2;6;2;620;3261
5880430;tab08;0:18:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;1;1;5;4;1;1;2;1;1;4;96;2;2;3603;12008
5880440;tab32;0:03:37;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;2;2;4;5;1;2;4;2;2;1;96;6;3;825;10348
5880459;tab39;0:04:21;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;82;2;2;1;9;1;2;1;1;2;12;96;2;1;2822;13204
5880468;tab05;0:03:25;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;2;3;4;,5;1;2;4;1;1;1;2;5;3;3142;13633
5880478;tab10;0:03:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;71;2;3;4;2;1;1;3;99;99;12;96;1;3;3271;11248
5880484;tab16;0:07:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;58;2;2;5;5;99;1;4;2;2;11;96;5;1;2143;898
5880485;tab16;0:09:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;2;3;99;,5;99;2;4;1;1;16;96;1;1;2143;898
5880505;tab30;0:04:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;1;3;5;3;1;2;4;2;1;2;2;5;2;2046;5385
5880523;tab13;0:05:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;1;2;2;6;99;2;2;2;1;3;98;7;4;1222;13222
5880529;tab23;0:06:28;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;16;1;4;3;6;1;2;4;1;2;13;96;2;2;3160;2226
5880546;tab29;0:04:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;1;4;99;,5;1;2;4;2;2;1;2;2;2;380;11150
5880547;tab33;0:03:29;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;1;2;5;,5;1;2;4;2;99;1;96;5;2;2000;13178
5880588;tab09;0:09:48;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;2;3;99;7;1;2;2;2;2;7;96;5;3;3844;12583
5880594;tab37;0:03:40;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;2;2;7;1;2;2;2;1;1;96;5;4;3547;11628
5880620;tab25;0:05:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;24;1;2;2;6;1;1;4;1;1;1;2;5;6;620;3261
5880622;tab28;0:05:37;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;1;2;5;4;1;2;4;1;1;16;96;4;4;1941;11479
5880639;tab08;0:05:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;41;2;2;4;6;1;2;2;2;1;4;96;7;5;3603;12008
5880650;tab39;0:03:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;2;2;3;6;1;1;4;1;2;13;96;6;2;2822;13204
5880671;tab21;0:05:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;54;2;2;3;5;1;2;2;1;2;7;2;5;3;3639;11759
5880699;tab04;0:05:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;2;2;3;5;1;2;2;2;1;13;96;6;3;3457;13266
5880701;tab06;0:03:51;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;2;3;5;,5;1;2;4;1;99;15;2;7;3;3081;13260
5880710;tab30;0:04:03;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;50;1;2;4;4;1;2;1;2;2;4;96;5;5;2046;5385
5880722;Tab24;0:31:25;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;55;1;2;3;7;1;2;2;2;1;3;96;7;2;2263;13334
5880755;tab33;0:03:03;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;1;2;4;4;1;2;4;1;1;13;96;6;97;2000;13178
5880766;tab07;0:03:20;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;1;5;5;1;2;2;2;1;1;96;6;3;3373;13239
5880817;tab35;0:22:25;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;75;2;2;99;2;99;99;4;99;99;11;5;2;99;802;5621
5880857;tab09;0:04:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;21;2;4;2;5;1;1;4;2;2;7;2;4;1;3844;12583
5880863;tab37;0:03:04;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;2;99;5;1;2;4;2;99;1;96;5;1;3547;11628
5880892;tab32;0:03:50;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;1;1;10;1;2;1;2;1;1;96;8;6;825;10348
5880911;tab29;0:03:23;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;32;1;1;4;,5;1;2;1;2;1;1;96;5;1;380;11150
5880918;tab23;0:07:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;2;2;5;9;1;2;4;2;2;2;96;2;1;3160;2226
5880953;tab27;0:22:38;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;68;2;2;3;5;1;2;4;2;1;11;96;2;2;1882;11645
5880983;tab39;0:03:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;1;2;2;8;1;1;4;1;99;10;96;5;3;2822;13204
5880990;tab30;0:05:35;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;71;2;1;3;8;2;1;1;1;1;12;2;2;1;2046;5385
5880999;Tab24;0:03:41;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;1;1;3;5;1;2;1;2;1;7;96;6;4;2263;13334
5881021;tab20;0:18:55;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;1;3;5;,5;1;1;4;2;1;1;2;5;1;1809;12585
5881041;tab33;0:02:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;2;1;3;2;1;2;1;1;2;2;96;5;4;2000;13178
5881043;tab08;0:10:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;1;2;3;6;1;2;1;2;1;7;96;7;3;3603;12008
5881045;tab25;0:11:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;1;5;,5;1;2;1;2;2;4;96;5;1;620;3261
5881046;tab31;0:04:34;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;2;2;3;9;1;2;3;2;2;7;2;5;1;53;13518
5881068;tab23;0:03:49;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;71;1;2;2;8;1;2;1;2;99;12;2;6;4;3160;2226
5881072;tab32;0:04:19;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;1;1;5;,5;1;2;2;1;2;1;96;8;4;825;10348
5881111;tab35;0:09:04;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;2;2;2;8;1;2;4;2;2;11;2;5;3;802;5621
